登录时间,被试编号,性别,惯用手,标识
07-26 20:38,1.0,男,右手,SZ21-01
07-26 20:38,2.0,女,右手,SZ21-02
07-26 20:38,3.0,男,右手,SZ21-03
07-26 20:41,1.0,男,右手,SZ21-01
07-26 20:41,2.0,女,右手,SZ21-02
07-26 20:41,3.0,男,右手,SZ21-03
07-26 21:21,1.0,男,右手,SZ21-01
07-26 21:21,2.0,女,右手,SZ21-02
07-26 21:21,3.0,男,右手,SZ21-03
07-26 21:32,1.0,男,右手,SZ21-01
07-26 21:32,2.0,女,右手,SZ21-02
07-26 21:32,3.0,男,右手,SZ21-03
07-27 00:07,1.0,男,右手,SZ21-01
07-27 00:07,2.0,女,右手,SZ21-02
07-27 00:07,3.0,男,右手,SZ21-03
07-27 00:14,1.0,男,右手,SZ21-01
07-27 00:14,2.0,女,右手,SZ21-02
07-27 00:14,3.0,男,右手,SZ21-03
07-27 00:24,2.0,女,右手,SZ21-02
07-27 00:24,1.0,男,右手,SZ21-01
07-27 00:24,3.0,男,右手,SZ21-03
07-27 00:49,1.0,男,右手,SZ21-01
07-27 00:49,2.0,女,右手,SZ21-02
07-27 00:49,3.0,男,右手,SZ21-03
07-27 01:04,1.0,男,右手,SZ21-01
07-27 01:04,2.0,女,右手,SZ21-02
07-27 01:04,3.0,男,右手,SZ21-03
07-27 01:12,1.0,男,右手,SZ21-01
07-27 01:12,2.0,女,右手,SZ21-02
07-27 01:12,3.0,男,右手,SZ21-03
07-27 01:18,1.0,男,右手,SZ21-01
07-27 01:18,2.0,女,右手,SZ21-02
07-27 01:18,3.0,男,右手,SZ21-03
07-27 01:18,1.0,男,右手,SZ21-01
07-27 01:18,2.0,女,右手,SZ21-02
07-27 01:18,3.0,男,右手,SZ21-03
07-27 01:19,1.0,男,右手,SZ21-01
07-27 01:19,2.0,女,右手,SZ21-02
07-27 01:19,3.0,男,右手,SZ21-03
07-27 01:26,1.0,男,右手,SZ21-01
07-27 01:26,2.0,女,右手,SZ21-02
07-27 01:26,3.0,男,右手,SZ21-03
07-27 01:27,1.0,男,右手,SZ21-01
07-27 01:27,2.0,女,右手,SZ21-02
07-27 01:27,3.0,男,右手,SZ21-03
07-27 10:10,1.0,男,右手,SZ21-01
07-27 10:10,2.0,女,右手,SZ21-02
07-27 10:10,3.0,男,右手,SZ21-03
07-27 10:18,1.0,男,右手,SZ21-01
07-27 10:18,2.0,女,右手,SZ21-02
07-27 10:18,3.0,男,右手,SZ21-03
07-27 10:20,1.0,男,右手,SZ21-01
07-27 10:20,2.0,女,右手,SZ21-02
07-27 10:20,3.0,男,右手,SZ21-03
07-27 10:25,1.0,男,右手,SZ21-01
07-27 10:25,2.0,女,右手,SZ21-02
07-27 10:25,3.0,男,右手,SZ21-03
07-27 13:59,1.0,男,右手,SZ21-01
07-27 13:59,2.0,女,右手,SZ21-02
07-27 13:59,3.0,男,右手,SZ21-03
07-27 14:06,1.0,男,右手,SZ21-01
07-27 14:06,2.0,女,右手,SZ21-02
07-27 14:06,3.0,男,右手,SZ21-03
07-27 14:11,1.0,男,右手,SZ21-01
07-27 14:11,2.0,女,右手,SZ21-02
07-27 14:11,3.0,男,右手,SZ21-03
07-27 14:20,1.0,男,右手,SZ21-01
07-27 14:20,2.0,女,右手,SZ21-02
07-27 14:20,3.0,男,右手,SZ21-03
07-27 14:28,1.0,男,右手,SZ21-01
07-27 14:28,2.0,女,右手,SZ21-02
07-27 14:28,3.0,男,右手,SZ21-03
07-27 14:35,1.0,男,右手,SZ21-01
07-27 14:35,2.0,女,右手,SZ21-02
07-27 14:35,3.0,男,右手,SZ21-03
07-27 14:36,1.0,男,右手,SZ21-01
07-27 14:36,2.0,女,右手,SZ21-02
07-27 14:36,3.0,男,右手,SZ21-03
07-27 22:49,1.0,男,右手,SZ21-01
07-27 22:49,2.0,女,右手,SZ21-02
07-27 22:49,3.0,男,右手,SZ21-03
07-29 10:58,1.0,男,右手,SZ21-01
07-29 10:58,2.0,女,右手,SZ21-02
07-29 10:58,3.0,男,右手,SZ21-03
07-29 11:00,1.0,男,右手,SZ21-01
07-29 11:00,2.0,女,右手,SZ21-02
07-29 11:00,3.0,男,右手,SZ21-03
07-29 11:02,1.0,男,右手,SZ21-01
07-29 11:02,2.0,女,右手,SZ21-02
07-29 11:02,3.0,男,右手,SZ21-03
08-03 09:59,1.0,男,右手,SZ21-01
08-03 09:59,2.0,女,右手,SZ21-02
08-03 09:59,3.0,男,右手,SZ21-03
08-03 10:04,1.0,男,右手,SZ21-01
08-03 10:04,2.0,女,右手,SZ21-02
08-03 10:04,3.0,男,右手,SZ21-03
08-03 10:08,1.0,男,右手,SZ21-01
08-03 10:08,2.0,女,右手,SZ21-02
08-03 10:08,3.0,男,右手,SZ21-03
08-03 10:11,1.0,男,右手,SZ21-01
08-03 10:11,2.0,女,右手,SZ21-02
08-03 10:11,3.0,男,右手,SZ21-03
08-03 10:28,1.0,男,右手,SZ21-01
08-03 10:28,2.0,女,右手,SZ21-02
08-03 10:28,3.0,男,右手,SZ21-03
08-03 11:04,1.0,男,右手,SZ21-01
08-03 11:04,2.0,女,右手,SZ21-02
08-03 11:04,3.0,男,右手,SZ21-03
08-03 11:06,1.0,男,右手,SZ21-01
08-03 11:06,2.0,女,右手,SZ21-02
08-03 11:06,3.0,男,右手,SZ21-03
08-03 11:09,1.0,男,右手,SZ21-01
08-03 11:09,2.0,女,右手,SZ21-02
08-03 11:09,3.0,男,右手,SZ21-03
08-03 11:12,1.0,男,右手,SZ21-01
08-03 11:12,2.0,女,右手,SZ21-02
08-03 11:12,3.0,男,右手,SZ21-03
08-03 11:14,1.0,男,右手,SZ21-01
08-03 11:14,2.0,女,右手,SZ21-02
08-03 11:14,3.0,男,右手,SZ21-03
08-03 11:34,1.0,男,右手,SZ21-01
08-03 11:34,2.0,女,右手,SZ21-02
08-03 11:34,3.0,男,右手,SZ21-03
08-03 12:28,1.0,男,右手,SZ21-01
08-03 12:28,2.0,女,右手,SZ21-02
08-03 12:28,3.0,男,右手,SZ21-03
08-03 12:33,1.0,男,右手,SZ21-01
08-03 12:33,2.0,女,右手,SZ21-02
08-03 12:33,3.0,男,右手,SZ21-03
08-03 12:34,1.0,男,右手,SZ21-01
08-03 12:34,2.0,女,右手,SZ21-02
08-03 12:34,3.0,男,右手,SZ21-03
08-03 12:36,1.0,男,右手,SZ21-01
08-03 12:36,2.0,女,右手,SZ21-02
08-03 12:36,3.0,男,右手,SZ21-03
08-03 12:45,1.0,男,右手,SZ21-01
08-03 12:45,2.0,女,右手,SZ21-02
08-03 12:45,3.0,男,右手,SZ21-03
08-03 13:00,1.0,男,右手,SZ21-01
08-03 13:00,2.0,女,右手,SZ21-02
08-03 13:00,3.0,男,右手,SZ21-03
08-03 13:03,1.0,男,右手,SZ21-01
08-03 13:03,2.0,女,右手,SZ21-02
08-03 13:03,3.0,男,右手,SZ21-03
08-03 13:04,1.0,男,右手,SZ21-01
08-03 13:04,2.0,女,右手,SZ21-02
08-03 13:04,3.0,男,右手,SZ21-03
08-03 13:13,1.0,男,右手,SZ21-01
08-03 13:13,2.0,女,右手,SZ21-02
08-03 13:13,3.0,男,右手,SZ21-03
08-03 13:19,1.0,男,右手,SZ21-01
08-03 13:19,2.0,女,右手,SZ21-02
08-03 13:19,3.0,男,右手,SZ21-03
08-03 13:29,1.0,男,右手,SZ21-01
08-03 13:29,2.0,女,右手,SZ21-02
08-03 13:29,3.0,男,右手,SZ21-03
08-03 13:36,1.0,男,右手,SZ21-01
08-03 13:36,2.0,女,右手,SZ21-02
08-03 13:36,3.0,男,右手,SZ21-03
08-03 13:42,1.0,男,右手,SZ21-01
08-03 13:42,2.0,女,右手,SZ21-02
08-03 13:42,3.0,男,右手,SZ21-03
08-03 13:50,1.0,男,右手,SZ21-01
08-03 13:50,2.0,女,右手,SZ21-02
08-03 13:50,3.0,男,右手,SZ21-03
08-03 13:55,1.0,男,右手,SZ21-01
08-03 13:55,2.0,女,右手,SZ21-02
08-03 13:55,3.0,男,右手,SZ21-03
08-03 14:03,1.0,男,右手,SZ21-01
08-03 14:03,2.0,女,右手,SZ21-02
08-03 14:03,3.0,男,右手,SZ21-03
08-03 14:04,1.0,男,右手,SZ21-01
08-03 14:04,2.0,女,右手,SZ21-02
08-03 14:04,3.0,男,右手,SZ21-03
08-03 14:14,1.0,男,右手,SZ21-01
08-03 14:14,2.0,女,右手,SZ21-02
08-03 14:14,3.0,男,右手,SZ21-03
08-03 14:19,1.0,男,右手,SZ21-01
08-03 14:19,2.0,女,右手,SZ21-02
08-03 14:19,3.0,男,右手,SZ21-03
08-03 14:24,1.0,男,右手,SZ21-01
08-03 14:24,2.0,女,右手,SZ21-02
08-03 14:24,3.0,男,右手,SZ21-03
08-03 14:26,1.0,男,右手,SZ21-01
08-03 14:26,2.0,女,右手,SZ21-02
08-03 14:26,3.0,男,右手,SZ21-03
08-03 14:27,1.0,男,右手,SZ21-01
08-03 14:27,2.0,女,右手,SZ21-02
08-03 14:27,3.0,男,右手,SZ21-03
08-03 14:34,1.0,男,右手,SZ21-01
08-03 14:34,2.0,女,右手,SZ21-02
08-03 14:34,3.0,男,右手,SZ21-03
08-03 14:37,1.0,男,右手,SZ21-01
08-03 14:37,2.0,女,右手,SZ21-02
08-03 14:37,3.0,男,右手,SZ21-03
08-03 14:40,1.0,男,右手,SZ21-01
08-03 14:40,2.0,女,右手,SZ21-02
08-03 14:40,3.0,男,右手,SZ21-03
08-03 14:42,1.0,男,右手,SZ21-01
08-03 14:42,2.0,女,右手,SZ21-02
08-03 14:42,3.0,男,右手,SZ21-03
08-03 15:08,1.0,男,右手,SZ21-01
08-03 15:08,2.0,女,右手,SZ21-02
08-03 15:08,3.0,男,右手,SZ21-03
08-03 15:16,1.0,男,右手,SZ21-01
08-03 15:16,2.0,女,右手,SZ21-02
08-03 15:16,3.0,男,右手,SZ21-03
08-03 15:17,1.0,男,右手,SZ21-01
08-03 15:17,2.0,女,右手,SZ21-02
08-03 15:17,3.0,男,右手,SZ21-03
08-03 15:18,1.0,男,右手,SZ21-01
08-03 15:18,2.0,女,右手,SZ21-02
08-03 15:18,3.0,男,右手,SZ21-03
08-03 15:18,1.0,男,右手,SZ21-01
08-03 15:18,2.0,女,右手,SZ21-02
08-03 15:18,3.0,男,右手,SZ21-03
08-03 15:18,1.0,男,右手,SZ21-01
08-03 15:18,2.0,女,右手,SZ21-02
08-03 15:18,3.0,男,右手,SZ21-03
08-03 15:18,1.0,男,右手,SZ21-01
08-03 15:18,2.0,女,右手,SZ21-02
08-03 15:18,3.0,男,右手,SZ21-03
08-03 15:19,1.0,男,右手,SZ21-01
08-03 15:19,2.0,女,右手,SZ21-02
08-03 15:19,3.0,男,右手,SZ21-03
08-03 15:23,1.0,男,右手,SZ21-01
08-03 15:23,2.0,女,右手,SZ21-02
08-03 15:23,3.0,男,右手,SZ21-03
08-03 15:26,1.0,男,右手,SZ21-01
08-03 15:26,2.0,女,右手,SZ21-02
08-03 15:26,3.0,男,右手,SZ21-03
08-03 15:29,1.0,男,右手,SZ21-01
08-03 15:29,2.0,女,右手,SZ21-02
08-03 15:29,3.0,男,右手,SZ21-03
08-03 15:30,1.0,男,右手,SZ21-01
08-03 15:30,2.0,女,右手,SZ21-02
08-03 15:30,3.0,男,右手,SZ21-03
08-03 15:34,1.0,男,右手,SZ21-01
08-03 15:34,2.0,女,右手,SZ21-02
08-03 15:34,3.0,男,右手,SZ21-03
08-03 15:41,1.0,男,右手,SZ21-01
08-03 15:41,2.0,女,右手,SZ21-02
08-03 15:41,3.0,男,右手,SZ21-03
08-03 15:43,1.0,男,右手,SZ21-01
08-03 15:43,2.0,女,右手,SZ21-02
08-03 15:43,3.0,男,右手,SZ21-03
08-03 15:46,1.0,男,右手,SZ21-01
08-03 15:46,2.0,女,右手,SZ21-02
08-03 15:46,3.0,男,右手,SZ21-03
08-03 15:48,1.0,男,右手,SZ21-01
08-03 15:48,2.0,女,右手,SZ21-02
08-03 15:48,3.0,男,右手,SZ21-03
08-03 15:59,1.0,男,右手,SZ21-01
08-03 15:59,2.0,女,右手,SZ21-02
08-03 15:59,3.0,男,右手,SZ21-03
08-03 16:04,1.0,男,右手,SZ21-01
08-03 16:04,2.0,女,右手,SZ21-02
08-03 16:04,3.0,男,右手,SZ21-03
08-03 16:09,1.0,男,右手,SZ21-01
08-03 16:09,2.0,女,右手,SZ21-02
08-03 16:09,3.0,男,右手,SZ21-03
08-03 16:10,1.0,男,右手,SZ21-01
08-03 16:10,2.0,女,右手,SZ21-02
08-03 16:10,3.0,男,右手,SZ21-03
08-03 16:12,1.0,男,右手,SZ21-01
08-03 16:12,2.0,女,右手,SZ21-02
08-03 16:12,3.0,男,右手,SZ21-03
08-03 16:16,1.0,男,右手,SZ21-01
08-03 16:16,2.0,女,右手,SZ21-02
08-03 16:16,3.0,男,右手,SZ21-03
08-03 16:19,1.0,男,右手,SZ21-01
08-03 16:19,2.0,女,右手,SZ21-02
08-03 16:19,3.0,男,右手,SZ21-03
08-03 16:19,1.0,男,右手,SZ21-01
08-03 16:19,2.0,女,右手,SZ21-02
08-03 16:19,3.0,男,右手,SZ21-03
08-03 16:24,1.0,男,右手,SZ21-01
08-03 16:24,2.0,女,右手,SZ21-02
08-03 16:24,3.0,男,右手,SZ21-03
08-03 16:26,1.0,男,右手,SZ21-01
08-03 16:26,2.0,女,右手,SZ21-02
08-03 16:26,3.0,男,右手,SZ21-03
08-03 16:28,1.0,男,右手,SZ21-01
08-03 16:28,2.0,女,右手,SZ21-02
08-03 16:28,3.0,男,右手,SZ21-03
08-03 16:29,1.0,男,右手,SZ21-01
08-03 16:29,2.0,女,右手,SZ21-02
08-03 16:29,3.0,男,右手,SZ21-03
08-03 16:40,1.0,男,右手,SZ21-01
08-03 16:40,2.0,女,右手,SZ21-02
08-03 16:40,3.0,男,右手,SZ21-03
08-03 16:41,1.0,男,右手,SZ21-01
08-03 16:41,2.0,女,右手,SZ21-02
08-03 16:41,3.0,男,右手,SZ21-03
08-03 16:44,1.0,男,右手,SZ21-01
08-03 16:44,2.0,女,右手,SZ21-02
08-03 16:44,3.0,男,右手,SZ21-03
08-03 16:56,1.0,男,右手,SZ21-01
08-03 16:56,2.0,女,右手,SZ21-02
08-03 16:56,3.0,男,右手,SZ21-03
08-03 17:23,1.0,男,右手,SZ21-01
08-03 17:23,2.0,女,右手,SZ21-02
08-03 17:23,3.0,男,右手,SZ21-03
08-03 17:25,1.0,男,右手,SZ21-01
08-03 17:25,2.0,女,右手,SZ21-02
08-03 17:25,3.0,男,右手,SZ21-03
08-03 17:30,1.0,男,右手,SZ21-01
08-03 17:30,2.0,女,右手,SZ21-02
08-03 17:30,3.0,男,右手,SZ21-03
08-03 19:34,1.0,男,右手,SZ21-01
08-03 19:34,2.0,女,右手,SZ21-02
08-03 19:34,3.0,男,右手,SZ21-03
08-03 19:46,1.0,男,右手,SZ21-01
08-03 19:46,2.0,女,右手,SZ21-02
08-03 19:46,3.0,男,右手,SZ21-03
08-03 19:48,1.0,男,右手,SZ21-01
08-03 19:48,2.0,女,右手,SZ21-02
08-03 19:48,3.0,男,右手,SZ21-03
08-03 20:12,1.0,男,右手,SZ21-01
08-03 20:12,2.0,女,右手,SZ21-02
08-03 20:12,3.0,男,右手,SZ21-03
08-03 20:23,1.0,男,右手,SZ21-01
08-03 20:23,2.0,女,右手,SZ21-02
08-03 20:23,3.0,男,右手,SZ21-03
08-04 11:04,1.0,男,右手,SZ21-01
08-04 11:04,2.0,女,右手,SZ21-02
08-04 11:04,3.0,男,右手,SZ21-03
08-04 20:30,1.0,男,右手,SZ21-01
08-04 20:30,2.0,女,右手,SZ21-02
08-04 20:30,3.0,男,右手,SZ21-03
08-04 21:19,1.0,男,右手,SZ21-01
08-04 21:19,2.0,女,右手,SZ21-02
08-04 21:19,3.0,男,右手,SZ21-03
08-04 21:21,1.0,男,右手,SZ21-01
08-04 21:21,2.0,女,右手,SZ21-02
08-04 21:21,3.0,男,右手,SZ21-03
08-04 21:26,1.0,男,右手,SZ21-01
08-04 21:26,2.0,女,右手,SZ21-02
08-04 21:26,3.0,男,右手,SZ21-03
08-04 21:28,1.0,男,右手,SZ21-01
08-04 21:28,2.0,女,右手,SZ21-02
08-04 21:28,3.0,男,右手,SZ21-03
08-05 20:42,1.0,男,右手,SZ21-01
08-05 20:42,2.0,女,右手,SZ21-02
08-05 20:42,3.0,男,右手,SZ21-03
08-06 15:03,1.0,男,右手,SZ21-01
08-06 15:03,2.0,女,右手,SZ21-02
08-06 15:03,3.0,男,右手,SZ21-03
08-06 15:23,1.0,男,右手,SZ21-01
08-06 15:23,2.0,女,右手,SZ21-02
08-06 15:23,3.0,男,右手,SZ21-03
08-06 15:27,1.0,男,右手,SZ21-01
08-06 15:27,2.0,女,右手,SZ21-02
08-06 15:27,3.0,男,右手,SZ21-03
08-06 15:27,1.0,男,右手,SZ21-01
08-06 15:27,2.0,女,右手,SZ21-02
08-06 15:27,3.0,男,右手,SZ21-03
08-06 15:28,1.0,男,右手,SZ21-01
08-06 15:28,2.0,女,右手,SZ21-02
08-06 15:28,3.0,男,右手,SZ21-03
08-06 15:28,1.0,男,右手,SZ21-01
08-06 15:28,2.0,女,右手,SZ21-02
08-06 15:28,3.0,男,右手,SZ21-03
08-06 15:30,1.0,男,右手,SZ21-01
08-06 15:30,2.0,女,右手,SZ21-02
08-06 15:30,3.0,男,右手,SZ21-03
08-06 15:33,1.0,男,右手,SZ21-01
08-06 15:33,2.0,女,右手,SZ21-02
08-06 15:33,3.0,男,右手,SZ21-03
08-06 15:33,1.0,男,右手,SZ21-01
08-06 15:33,2.0,女,右手,SZ21-02
08-06 15:33,3.0,男,右手,SZ21-03
08-06 15:34,1.0,男,右手,SZ21-01
08-06 15:34,2.0,女,右手,SZ21-02
08-06 15:34,3.0,男,右手,SZ21-03
08-06 15:35,1.0,男,右手,SZ21-01
08-06 15:35,2.0,女,右手,SZ21-02
08-06 15:35,3.0,男,右手,SZ21-03
08-06 15:36,1.0,男,右手,SZ21-01
08-06 15:36,2.0,女,右手,SZ21-02
08-06 15:36,3.0,男,右手,SZ21-03
08-06 15:36,1.0,男,右手,SZ21-01
08-06 15:36,2.0,女,右手,SZ21-02
08-06 15:36,3.0,男,右手,SZ21-03
08-07 12:25,1.0,男,右手,SZ21-01
08-07 12:25,2.0,女,右手,SZ21-02
08-07 12:25,3.0,男,右手,SZ21-03
08-07 12:26,1.0,男,右手,SZ21-01
08-07 12:26,2.0,女,右手,SZ21-02
08-07 12:26,3.0,男,右手,SZ21-03
08-07 12:28,1.0,男,右手,SZ21-01
08-07 12:28,2.0,女,右手,SZ21-02
08-07 12:28,3.0,男,右手,SZ21-03
08-07 12:30,1.0,男,右手,SZ21-01
08-07 12:30,2.0,女,右手,SZ21-02
08-07 12:30,3.0,男,右手,SZ21-03
08-07 12:32,1.0,男,右手,SZ21-01
08-07 12:32,2.0,女,右手,SZ21-02
08-07 12:32,3.0,男,右手,SZ21-03
08-07 12:34,1.0,男,右手,SZ21-01
08-07 12:34,2.0,女,右手,SZ21-02
08-07 12:34,3.0,男,右手,SZ21-03
08-07 12:35,1.0,男,右手,SZ21-01
08-07 12:35,2.0,女,右手,SZ21-02
08-07 12:35,3.0,男,右手,SZ21-03
08-07 12:36,1.0,男,右手,SZ21-01
08-07 12:36,2.0,女,右手,SZ21-02
08-07 12:36,3.0,男,右手,SZ21-03
08-07 12:49,1.0,男,右手,SZ21-01
08-07 12:49,2.0,女,右手,SZ21-02
08-07 12:49,3.0,男,右手,SZ21-03
08-07 12:50,1.0,男,右手,SZ21-01
08-07 12:50,2.0,女,右手,SZ21-02
08-07 12:50,3.0,男,右手,SZ21-03
08-07 12:52,1.0,男,右手,SZ21-01
08-07 12:52,2.0,女,右手,SZ21-02
08-07 12:52,3.0,男,右手,SZ21-03
08-07 12:53,1.0,男,右手,SZ21-01
08-07 12:53,2.0,女,右手,SZ21-02
08-07 12:53,3.0,男,右手,SZ21-03
08-07 12:55,1.0,男,右手,SZ21-01
08-07 12:55,2.0,女,右手,SZ21-02
08-07 12:55,3.0,男,右手,SZ21-03
08-07 12:56,1.0,男,右手,SZ21-01
08-07 12:56,2.0,女,右手,SZ21-02
08-07 12:56,3.0,男,右手,SZ21-03
08-07 12:58,1.0,男,右手,SZ21-01
08-07 12:58,2.0,女,右手,SZ21-02
08-07 12:58,3.0,男,右手,SZ21-03
08-07 12:59,1.0,男,右手,SZ21-01
08-07 12:59,2.0,女,右手,SZ21-02
08-07 12:59,3.0,男,右手,SZ21-03
08-07 13:07,1.0,男,右手,SZ21-01
08-07 13:07,2.0,女,右手,SZ21-02
08-07 13:07,3.0,男,右手,SZ21-03
08-07 13:09,1.0,男,右手,SZ21-01
08-07 13:09,2.0,女,右手,SZ21-02
08-07 13:09,3.0,男,右手,SZ21-03
08-07 13:11,1.0,男,右手,SZ21-01
08-07 13:11,2.0,女,右手,SZ21-02
08-07 13:11,3.0,男,右手,SZ21-03
08-07 13:13,1.0,男,右手,SZ21-01
08-07 13:13,2.0,女,右手,SZ21-02
08-07 13:13,3.0,男,右手,SZ21-03
08-07 13:16,1.0,男,右手,SZ21-01
08-07 13:16,2.0,女,右手,SZ21-02
08-07 13:16,3.0,男,右手,SZ21-03
08-07 13:17,3.0,男,右手,SZ21-03
08-07 13:17,1.0,男,右手,SZ21-01
08-07 13:17,2.0,女,右手,SZ21-02
08-07 13:17,1.0,男,右手,SZ21-01
08-07 13:17,2.0,女,右手,SZ21-02
08-07 13:17,3.0,男,右手,SZ21-03
08-07 13:19,1.0,男,右手,SZ21-01
08-07 13:19,2.0,女,右手,SZ21-02
08-07 13:19,3.0,男,右手,SZ21-03
08-07 13:22,1.0,男,右手,SZ21-01
08-07 13:22,2.0,女,右手,SZ21-02
08-07 13:22,3.0,男,右手,SZ21-03
08-07 13:24,1.0,男,右手,SZ21-01
08-07 13:24,2.0,女,右手,SZ21-02
08-07 13:24,3.0,男,右手,SZ21-03
08-07 13:25,1.0,男,右手,SZ21-01
08-07 13:25,2.0,女,右手,SZ21-02
08-07 13:25,3.0,男,右手,SZ21-03
08-07 13:27,1.0,男,右手,SZ21-01
08-07 13:27,2.0,女,右手,SZ21-02
08-07 13:27,3.0,男,右手,SZ21-03
08-07 13:28,1.0,男,右手,SZ21-01
08-07 13:28,2.0,女,右手,SZ21-02
08-07 13:28,3.0,男,右手,SZ21-03
08-07 13:30,1.0,男,右手,SZ21-01
08-07 13:30,2.0,女,右手,SZ21-02
08-07 13:30,3.0,男,右手,SZ21-03
08-07 13:31,1.0,男,右手,SZ21-01
08-07 13:31,2.0,女,右手,SZ21-02
08-07 13:31,3.0,男,右手,SZ21-03
08-07 13:33,1.0,男,右手,SZ21-01
08-07 13:33,2.0,女,右手,SZ21-02
08-07 13:33,3.0,男,右手,SZ21-03
08-07 13:33,1.0,男,右手,SZ21-01
08-07 13:33,2.0,女,右手,SZ21-02
08-07 13:33,3.0,男,右手,SZ21-03
08-07 19:27,1.0,男,右手,SZ21-01
08-07 19:27,2.0,女,右手,SZ21-02
08-07 19:27,3.0,男,右手,SZ21-03
08-07 19:27,1.0,男,右手,SZ21-01
08-07 19:27,2.0,女,右手,SZ21-02
08-07 19:27,3.0,男,右手,SZ21-03
08-07 19:30,1.0,男,右手,SZ21-01
08-07 19:30,2.0,女,右手,SZ21-02
08-07 19:30,3.0,男,右手,SZ21-03
08-07 19:31,1.0,男,右手,SZ21-01
08-07 19:31,2.0,女,右手,SZ21-02
08-07 19:31,3.0,男,右手,SZ21-03
08-07 19:31,1.0,男,右手,SZ21-01
08-07 19:31,2.0,女,右手,SZ21-02
08-07 19:31,3.0,男,右手,SZ21-03
08-07 19:33,1.0,男,右手,SZ21-01
08-07 19:33,2.0,女,右手,SZ21-02
08-07 19:33,3.0,男,右手,SZ21-03
08-07 19:34,1.0,男,右手,SZ21-01
08-07 19:34,2.0,女,右手,SZ21-02
08-07 19:34,3.0,男,右手,SZ21-03
08-07 19:35,1.0,男,右手,SZ21-01
08-07 19:35,2.0,女,右手,SZ21-02
08-07 19:35,3.0,男,右手,SZ21-03
08-07 19:37,1.0,男,右手,SZ21-01
08-07 19:37,2.0,女,右手,SZ21-02
08-07 19:37,3.0,男,右手,SZ21-03
08-07 19:39,1.0,男,右手,SZ21-01
08-07 19:39,2.0,女,右手,SZ21-02
08-07 19:39,3.0,男,右手,SZ21-03
08-07 19:39,1.0,男,右手,SZ21-01
08-07 19:39,2.0,女,右手,SZ21-02
08-07 19:39,3.0,男,右手,SZ21-03
08-07 19:41,1.0,男,右手,SZ21-01
08-07 19:41,2.0,女,右手,SZ21-02
08-07 19:41,3.0,男,右手,SZ21-03
08-07 19:43,1.0,男,右手,SZ21-01
08-07 19:43,2.0,女,右手,SZ21-02
08-07 19:43,3.0,男,右手,SZ21-03
08-07 19:45,1.0,男,右手,SZ21-01
08-07 19:45,2.0,女,右手,SZ21-02
08-07 19:45,3.0,男,右手,SZ21-03
08-07 19:46,1.0,男,右手,SZ21-01
08-07 19:46,2.0,女,右手,SZ21-02
08-07 19:46,3.0,男,右手,SZ21-03
08-07 19:50,1.0,男,右手,SZ21-01
08-07 19:50,2.0,女,右手,SZ21-02
08-07 19:50,3.0,男,右手,SZ21-03
08-07 19:54,1.0,男,右手,SZ21-01
08-07 19:54,2.0,女,右手,SZ21-02
08-07 19:54,3.0,男,右手,SZ21-03
08-07 19:56,1.0,男,右手,SZ21-01
08-07 19:56,2.0,女,右手,SZ21-02
08-07 19:56,3.0,男,右手,SZ21-03
08-07 20:03,1.0,男,右手,SZ21-01
08-07 20:03,2.0,女,右手,SZ21-02
08-07 20:03,3.0,男,右手,SZ21-03
08-07 20:03,1.0,男,右手,SZ21-01
08-07 20:03,2.0,女,右手,SZ21-02
08-07 20:03,3.0,男,右手,SZ21-03
08-07 20:04,1.0,男,右手,SZ21-01
08-07 20:04,2.0,女,右手,SZ21-02
08-07 20:04,3.0,男,右手,SZ21-03
08-07 20:05,1.0,男,右手,SZ21-01
08-07 20:05,2.0,女,右手,SZ21-02
08-07 20:05,3.0,男,右手,SZ21-03
08-07 20:07,1.0,男,右手,SZ21-01
08-07 20:07,2.0,女,右手,SZ21-02
08-07 20:07,3.0,男,右手,SZ21-03
08-07 20:11,1.0,男,右手,SZ21-01
08-07 20:11,2.0,女,右手,SZ21-02
08-07 20:11,3.0,男,右手,SZ21-03
08-07 20:16,1.0,男,右手,SZ21-01
08-07 20:16,2.0,女,右手,SZ21-02
08-07 20:16,3.0,男,右手,SZ21-03
08-07 20:20,1.0,男,右手,SZ21-01
08-07 20:20,2.0,女,右手,SZ21-02
08-07 20:20,3.0,男,右手,SZ21-03
08-07 20:24,1.0,男,右手,SZ21-01
08-07 20:24,2.0,女,右手,SZ21-02
08-07 20:24,3.0,男,右手,SZ21-03
08-07 20:26,1.0,男,右手,SZ21-01
08-07 20:26,2.0,女,右手,SZ21-02
08-07 20:26,3.0,男,右手,SZ21-03
08-07 20:27,1.0,男,右手,SZ21-01
08-07 20:27,2.0,女,右手,SZ21-02
08-07 20:27,3.0,男,右手,SZ21-03
08-07 20:29,1.0,男,右手,SZ21-01
08-07 20:29,2.0,女,右手,SZ21-02
08-07 20:29,3.0,男,右手,SZ21-03
08-07 20:38,1.0,男,右手,SZ21-01
08-07 20:38,2.0,女,右手,SZ21-02
08-07 20:38,3.0,男,右手,SZ21-03
08-07 20:43,1.0,男,右手,SZ21-01
08-07 20:43,2.0,女,右手,SZ21-02
08-07 20:43,3.0,男,右手,SZ21-03
08-07 20:45,1.0,男,右手,SZ21-01
08-07 20:45,2.0,女,右手,SZ21-02
08-07 20:45,3.0,男,右手,SZ21-03
